-2.008136702824278585e-01,2.495283389784731298e+01,-3.041597446438441565e+01,5.463140566537107112e+00,2.008136702824278585e-01
-4.016224070790528899e-01,2.487919412448955114e+01,-3.065904425798171573e+01,5.779850133492164588e+00,4.016224070790528899e-01
-6.024212776312531936e-01,2.480198728474583447e+01,-3.089542783245551760e+01,6.093440547709677801e+00,6.024212776312531936e-01
-8.032053506345018246e-01,2.472128831374677205e+01,-3.112526672368310798e+01,6.403978409936333271e+00,8.032053506345018246e-01
-1.003969696964742919e+00,2.463716811887940494e+01,-3.134869435230418944e+01,6.711526233424787158e+00,1.003969696964742919e+00
-1.204709390403967850e+00,2.454969386496649975e+01,-3.156583659502091166e+01,7.016142730054411025e+00,1.204709390403967850e+00
-1.405419508364718517e+00,2.445892923312245415e+01,-3.177681230327036843e+01,7.317883070147917834e+00,1.405419508364718517e+00
-1.606095132613256649e+00,2.436493465615817300e+01,-3.198173377501426629e+01,7.616799118856091511e+00,1.606095132613256649e+00
-1.806731349991129942e+00,2.426776753304175216e+01,-3.218070718465893520e+01,7.912939651617183934e+00,1.806731349991129942e+00
-2.007323253134875252e+00,2.416748242460871410e+01,-3.237383297549323657e+01,8.206350550884517148e+00,2.007323253134875252e+00
-2.207865941193591919e+00,2.406413123244683661e+01,-3.256120621849380825e+01,8.497074986046968093e+00,2.207865941193591919e+00
-2.408354520544127908e+00,2.395776336264873052e+01,-3.274291694088416449e+01,8.785153578235432192e+00,2.408354520544127908e+00
-2.608784105503612061e+00,2.384842587592569174e+01,-3.291905042743395171e+01,9.070624551508261746e+00,2.608784105503612061e+00
-2.809149819039083784e+00,2.373616362540244040e+01,-3.308968749713770308e+01,9.353523871735271555e+00,2.809149819039083784e+00
-3.009446793473960824e+00,2.362101938326224015e+01,-3.325490475761151288e+01,9.633885374349270947e+00,3.009446793473960824e+00
-3.209670171191083554e+00,2.350303395728030864e+01,-3.341477483928316161e+01,9.911740882002844089e+00,3.209670171191083554e+00
