-3.467650885121559019e-03,-5.558981365017352100e-02,4.477958308905942153e-01,3.922060172404207568e-01,3.467650885121559019e-03,3.467650885121559019e-03,-4.366837959047983886e-02,-4.374187685785306257e-01,3.937503889880508146e-01,-3.467650885121559019e-03
-6.935218378000409557e-03,-6.143854335763028474e-02,4.527487371027722474e-01,3.913101937451419765e-01,6.935218378000409557e-03,6.935218378000409557e-03,-3.759039371534790563e-02,-4.319837717474296901e-01,3.943933780320817983e-01,-6.935218378000409557e-03
-1.040261909842602958e-02,-6.721580153613880559e-02,4.575511202277304790e-01,3.903353186915916595e-01,1.040261909842602958e-02,1.040261909842602958e-02,-3.143032839802135936e-02,-4.263764806609817160e-01,3.949461522629603150e-01,-1.040261909842602958e-02
-1.386976969024793054e-02,-7.292375619195787251e-02,4.622074576678802393e-01,3.892837014759223391e-01,1.386976969024793054e-02,1.386976969024793054e-02,-2.518493447934566642e-02,-4.205902607929891124e-01,3.954053263136434460e-01,-1.386976969024793054e-02
-1.733658683339482642e-02,-7.856441745360084883e-02,4.667219120615853090e-01,3.881574946079844879e-01,1.733658683339482642e-02,1.733658683339482642e-02,-1.885066611137872078e-02,-4.146178853187486579e-01,3.957672192073699025e-01,-1.733658683339482642e-02
-2.080298725588080461e-02,-8.413965174302694139e-02,4.710983596098088921e-01,3.869587078667820479e-01,2.080298725588080461e-02,2.080298725588080461e-02,-1.242364357611307896e-02,-4.084514607659423535e-01,3.960278171898292121e-01,-2.080298725588080461e-02
-2.426888774579414113e-02,-8.965119431417557794e-02,4.753404151371321551e-01,3.856892208229565910e-01,2.426888774579414113e-02,2.426888774579414113e-02,-5.899609807367999816e-03,-4.020823400715312634e-01,3.961827302641633408e-01,-2.426888774579414113e-02
-2.773420516326450744e-02,-9.510066038240183595e-02,4.794514543342645596e-01,3.843507939518627237e-01,2.773420516326450744e-02,2.773420516326450744e-02,7.261207405399739811e-04,-3.955010203318683470e-01,3.962271410724083065e-01,-2.773420516326450744e-02
-3.119885645240421529e-02,-1.004895550329624049e-01,4.834346335583479815e-01,3.829450785253856182e-01,3.119885645240421529e-02,3.119885645240421529e-02,7.458722593823353432e-03,-3.886970218130741950e-01,3.961557444068974920e-01,-3.119885645240421529e-02
-3.466275865321927219e-02,-1.058192820676115142e-01,4.872929075091773088e-01,3.814736254415657668e-01,3.466275865321927219e-02,3.466275865321927219e-02,1.430393132162909378e-02,-3.816587438383146624e-01,3.959626751599437111e-01,-3.466275865321927219e-02
-3.812582891348594016e-02,-1.110911519243465984e-01,4.910290450514222527e-01,3.799378931270756543e-01,3.812582891348594016e-02,3.812582891348594016e-02,2.126812998544532277e-02,-3.743732919007299320e-01,3.956414218861752374e-01,-3.812582891348594016e-02
-4.158798450058855817e-02,-1.163063887854135919e-01,4.946456434130738211e-01,3.783392546276602153e-01,4.158798450058855817e-02,4.158798450058855817e-02,2.835845365676271587e-02,-3.668262686395099559e-01,3.951847222962726058e-01,-4.158798450058855817e-02
-4.504914281331453413e-02,-1.214661369720687889e-01,4.981451409571131528e-01,3.766790039850443361e-01,4.504914281331453413e-02,4.504914281331453413e-02,3.558291685379762204e-02,-3.590015189774993787e-01,3.945844358312969313e-01,-4.504914281331453413e-02
-4.850922139360217683e-02,-1.265714667106866420e-01,5.015298286955881535e-01,3.749583619849014560e-01,4.850922139360217683e-02,4.850922139360217683e-02,4.295057036894693592e-02,-3.508808164769926519e-01,3.938313868459396017e-01,-4.850922139360217683e-02
-5.196813793823722161e-02,-1.316233793431114407e-01,5.048018606918969198e-01,3.731784813487854513e-01,5.196813793823722161e-02,5.196813793823722161e-02,5.047169623908449171e-02,-3.424434734094968791e-01,3.929151696485813638e-01,-5.196813793823722161e-02
-5.542581031049416407e-02,-1.366228120442803395e-01,5.079632634773383337e-01,3.713404514330579387e-01,5.542581031049416407e-02,5.542581031049416407e-02,5.815805287279592062e-02,-3.336658505112699569e-01,3.918239033840658081e-01,-5.542581031049416407e-02
-5.888215655171793322e-02,-1.415706421017856320e-01,5.110159445912717535e-01,3.694453024894861493e-01,5.888215655171793322e-02,5.888215655171793322e-02,6.602318710065174789e-02,-3.245207328924323842e-01,3.905439199930841876e-01,-5.888215655171793322e-02
-6.233709489284229577e-02,-1.464676908049320492e-01,5.139617003400013262e-01,3.674940095350693325e-01,6.233709489284229577e-02,6.233709489284229577e-02,7.408283697891664132e-02,-3.149765244388588736e-01,3.890593614177755288e-01,-6.233709489284229577e-02
-6.579054376584060615e-02,-1.513147269847771592e-01,5.168022228573675436e-01,3.654874958725903844e-01,6.579054376584060615e-02,6.579054376584060615e-02,8.235545991887649464e-02,-3.049961915624836983e-01,3.873516514813601930e-01,-6.579054376584060615e-02
-6.924242181510521787e-02,-1.561124702414483367e-01,5.195391065396386399e-01,3.634266362981904974e-01,6.924242181510521787e-02,6.924242181510521787e-02,9.086293746755498557e-02,-2.945358536484783407e-01,3.853987911160333124e-01,-6.924242181510521787e-02
-7.269264790875167026e-02,-1.608615938905639808e-01,5.221738539183640171e-01,3.613122600277999807e-01,7.269264790875167026e-02,7.269264790875167026e-02,9.963153495714680008e-02,-2.835428637646471572e-01,3.831743987217939296e-01,-7.269264790875167026e-02
-7.614114114984335546e-02,-1.655627276567434858e-01,5.247078810271601501e-01,3.591451533704166921e-01,7.614114114984335546e-02,7.614114114984335546e-02,1.086932388438862224e-01,-2.719531339916038681e-01,3.806463728354900766e-01,-7.614114114984335546e-02
-7.958782088753350858e-02,-1.702164601388622134e-01,5.271425223117562897e-01,3.569260621728940763e-01,7.958782088753350858e-02,7.958782088753350858e-02,1.180876713900289865e-01,-2.596873060663730248e-01,3.777749774564019836e-01,-7.958782088753350858e-02
-8.303260672812046161e-02,-1.748233410688292688e-01,5.294790351268519046e-01,3.546556940580227191e-01,8.303260672812046161e-02,8.303260672812046161e-02,1.278649206677239525e-01,-2.466450913818656887e-01,3.745100120495896134e-01,-8.303260672812046161e-02
-8.647541854601208111e-02,-1.793838833831566393e-01,5.317186038583375796e-01,3.523347204751808293e-01,8.647541854601208111e-02,8.647541854601208111e-02,1.380898862590918541e-01,-2.326965795935937442e-01,3.707864658526855983e-01,-8.647541854601208111e-02
-8.991617649459673900e-02,-1.838985651244068042e-01,5.338623437050544762e-01,3.499637785806477552e-01,8.991617649459673900e-02,8.991617649459673900e-02,1.488492711382370937e-01,-2.176682548621741153e-01,3.665175260004111535e-01,-8.991617649459673900e-02
-9.335480101701598699e-02,-1.883678311876933187e-01,5.359113041504536268e-01,3.475434729627603359e-01,9.335480101701598699e-02,9.335480101701598699e-02,1.602635076015292148e-01,-2.013191439989484577e-01,3.615826516004777558e-01,-9.335480101701598699e-02
-9.679121285683665865e-02,-1.927920949257386496e-01,5.378664721511638991e-01,3.450743772254252772e-01,9.679121285683665865e-02,9.679121285683665865e-02,1.725086932367099202e-01,-1.832969445336108671e-01,3.558056377703207596e-01,-9.679121285683665865e-02
-1.002253330686180000e-01,-1.971717396245166176e-01,5.397287750665366035e-01,3.425570354420199304e-01,1.002253330686180000e-01,1.002253330686180000e-01,1.858612602830563842e-01,-1.630486859993799387e-01,3.489099462824363229e-01,-1.002253330686180000e-01
-1.036570830283710665e-01,-2.015071198602185198e-01,5.414990833506473367e-01,3.399919634904289278e-01,1.036570830283710665e-01,1.036570830283710665e-01,2.008032531800451603e-01,-1.396101748408328236e-01,3.404134280208779839e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.057985627471279888e-01,5.431782130259370511e-01,3.373796502788091178e-01,1.036570830283710665e-01,1.036570830283710665e-01,8.202153464520268999e-02,-3.640266369969742399e-01,4.460481716421768605e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.100463690849824760e-01,5.447669279556496269e-01,3.347205588706670398e-01,1.036570830283710665e-01,1.036570830283710665e-01,1.302087064862710378e-02,-4.879904724708669650e-01,4.537856052600000023e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.142508144134945280e-01,5.462659419304249919e-01,3.320151275169304084e-01,1.036570830283710665e-01,1.036570830283710665e-01,-4.044944054960483010e-02,-5.800248196363850806e-01,4.537856052600000023e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.184121499809032196e-01,5.476759205827946841e-01,3.292637706018915478e-01,1.036570830283710665e-01,1.036570830283710665e-01,-8.522364438048521396e-02,-6.538248214016826321e-01,4.537856052600000023e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.225306036327136527e-01,5.489974831419017764e-01,3.264668795091880682e-01,1.036570830283710665e-01,1.036570830283710665e-01,-1.241544907652117335e-01,-7.151273041684134135e-01,4.537856052600000023e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.266063806261356672e-01,5.502312040394756743e-01,3.236248234133399793e-01,1.036570830283710665e-01,1.036570830283710665e-01,-1.587604213760762106e-01,-7.670049040840577481e-01,4.537856052600000023e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.306396643751608966e-01,5.513776143769508753e-01,3.207379500017900065e-01,1.036570830283710665e-01,1.036570830283710665e-01,-1.899625352914882659e-01,-8.113396798460621451e-01,4.537856052600000023e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.346306171306947741e-01,5.524372032625667339e-01,3.178065861318718488e-01,1.036570830283710665e-01,1.036570830283710665e-01,-2.183673454454330420e-01,-8.493882412563347195e-01,4.537856052600000023e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.385793805996938299e-01,5.534104190263595680e-01,3.148310384266657103e-01,1.036570830283710665e-01,1.036570830283710665e-01,-2.443971684904268360e-01,-8.820420851180632571e-01,4.537856052600000023e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.424860765068291291e-01,5.542976703200968025e-01,3.118115938132676734e-01,1.036570830283710665e-01,1.036570830283710665e-01,-2.683581001133947264e-01,-9.099630507139262470e-01,4.537856052600000023e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.463508071018111201e-01,5.550993271084305736e-01,3.087485200066195090e-01,1.036570830283710665e-01,1.036570830283710665e-01,-2.904787496212353770e-01,-9.336602522248037550e-01,4.537856052600000023e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.501736556151564761e-01,5.558157215568418907e-01,3.056420659416854702e-01,1.036570830283710665e-01,1.036570830283710665e-01,-3.109338696674555091e-01,-9.535367707995351383e-01,4.537856052600000023e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.539546866648489942e-01,5.564471488212863193e-01,3.024924621564372695e-01,1.036570830283710665e-01,1.036570830283710665e-01,-3.298595760594774662e-01,-9.699195079753073490e-01,4.537856052600000023e-01,-1.036570830283710665e-01
-1.036570830283710665e-01,-2.576939466160484415e-01,5.569938677438583952e-01,2.992999211278100091e-01,1.036570830283710665e-01,1.036570830283710665e-01,-3.473635964107425478e-01,-9.830790902150492450e-01,4.537856052600000023e-01,-1.036570830283710665e-01
