1.986817606554603655e-01,-2.502013850135136330e+00,-2.506224933363765928e+01,2.256023548350252383e+01,-1.986817606554603655e-01
3.973587432873667002e-01,-2.153770911351551298e+00,-2.475084695337119101e+01,2.259707604201964060e+01,-3.973587432873667002e-01
5.960261705615583772e-01,-1.800825166942747968e+00,-2.442957283943336222e+01,2.262874767249061136e+01,-5.960261705615583772e-01
7.946792665224133856e-01,-1.442990453802098560e+00,-2.409804686147376884e+01,2.265505640767166895e+01,-7.946792665224133856e-01
9.933132572814954431e-01,-1.080063609807609959e+00,-2.375585495293739768e+01,2.267579134312978439e+01,-9.933132572814954431e-01
1.191923371705457368e+00,-7.118223434916280956e-01,-2.340254485117446492e+01,2.269072250768283538e+01,-1.191923371705457368e+00
1.390504842102949556e+00,-3.380227429287495644e-01,-2.303762111596737938e+01,2.269959837303863281e+01,-1.390504842102949556e+00
1.589052904910290165e+00,4.160365387355637740e-02,-2.266053927104372789e+01,2.270214292491728258e+01,-1.589052904910290165e+00
1.787562801375648158e+00,4.273533254284153093e-01,-2.227069887188146424e+01,2.269805219730987744e+01,-1.787562801375648158e+00
1.986029778241496624e+00,8.195548956412405106e-01,-2.186743524865811494e+01,2.268699014429935445e+01,-1.986029778241496624e+00
2.184449088425089336e+00,1.218574086995882544e+00,-2.145000960055129013e+01,2.266858368754717290e+01,-2.184449088425089336e+00
2.382815991696718427e+00,1.624819708975513866e+00,-2.101759701954997794e+01,2.264241672852548959e+01,-2.382815991696718427e+00
2.581125755355516915e+00,2.038750959649024086e+00,-2.056927188791494032e+01,2.260802284756396219e+01,-2.581125755355516915e+00
2.779373654902560276e+00,2.460886411222299230e+00,-2.010398990768949545e+01,2.256487631891179646e+01,-2.779373654902560276e+00
2.977554974711027924e+00,2.891815181013344116e+00,-1.962056575934261460e+01,2.251238094035595694e+01,-2.977554974711027924e+00
3.175665008693203006e+00,3.332210976208289210e+00,-1.911764501283030171e+01,2.244985598903858914e+01,-3.175665008693203006e+00
3.373699060964052698e+00,3.782849973025046886e+00,-1.859366836982166760e+01,2.237651834284671537e+01,-3.373699060964052698e+00
3.571652446501184297e+00,4.244633895665835155e+00,-1.804682550632728066e+01,2.229145940199311582e+01,-3.571652446501184297e+00
3.769520491800925299e+00,4.718620275898675942e+00,-1.747499455404954460e+01,2.219361482994822055e+01,-3.769520491800925299e+00
3.967298535530315196e+00,5.206062834017957108e+00,-1.687566133895491305e+01,2.208172417297286927e+01,-3.967298535530315196e+00
4.164981929174787822e+00,5.708466462706801359e+00,-1.624580941402254552e+01,2.195427587672934422e+01,-4.164981929174787822e+00
4.362566037681297360e+00,6.227663850910055032e+00,-1.558176681195173963e+01,2.180943066286179288e+01,-4.362566037681297360e+00
4.560046240096706782e+00,6.765925187031028187e+00,-1.487898663920192632e+01,2.164491182623295273e+01,-4.560046240096706782e+00
4.757417930201208733e+00,7.326120306209430666e+00,-1.413172278185038522e+01,2.145784308805981411e+01,-4.757417930201208733e+00
4.954676517136541669e+00,7.911967680595061836e+00,-1.333253192543862120e+01,2.124449960603368126e+01,-4.954676517136541669e+00
5.151817426028846292e+00,8.528435024678165277e+00,-1.247147234468564569e+01,2.099990736936380742e+01,-5.151817426028846292e+00
5.348836098605900702e+00,9.182422600761718456e+00,-1.153473729289766325e+01,2.071715989365938526e+01,-5.348836098605900702e+00
5.545727993808582390e+00,9.884020057411500915e+00,-1.050214132540261147e+01,2.038616138281411239e+01,-5.545727993808582390e+00
5.742488588396322591e+00,1.064906579526846997e+01,-9.342001568240487330e+00,1.999106736350895730e+01,-5.742488588396322591e+00
5.939113377546381578e+00,1.150517892626811722e+01,-7.999073800020374492e+00,1.950425272628849171e+01,-5.939113377546381578e+00
5.939113377546381578e+00,4.699487767033516228e+00,-2.085718994215001842e+01,2.555667770918353199e+01,-5.939113377546381578e+00
5.939113377546381578e+00,7.460409341771299108e-01,-2.795979453110460611e+01,2.600000000000000000e+01,-5.939113377546381578e+00
5.939113377546381578e+00,-2.317582228478037187e+00,-3.323297419693478361e+01,2.600000000000000000e+01,-5.939113377546381578e+00
5.939113377546381578e+00,-4.882955140507481140e+00,-3.746140282855333226e+01,2.600000000000000000e+01,-5.939113377546381578e+00
5.939113377546381578e+00,-7.113528332495227424e+00,-4.097377636676149848e+01,2.600000000000000000e+01,-5.939113377546381578e+00
5.939113377546381578e+00,-9.096302103749948742e+00,-4.394614389488953776e+01,2.600000000000000000e+01,-5.939113377546381578e+00
5.939113377546381578e+00,-1.088405154400797237e+01,-4.648633943315845585e+01,2.600000000000000000e+01,-5.939113377546381578e+00
5.939113377546381578e+00,-1.251152728462654196e+01,-4.866636141975338603e+01,2.600000000000000000e+01,-5.939113377546381578e+00
5.939113377546381578e+00,-1.400292628742671752e+01,-5.053728885897548651e+01,2.600000000000000000e+01,-5.939113377546381578e+00
5.939113377546381578e+00,-1.537578654340645734e+01,-5.213704234845980068e+01,2.600000000000000000e+01,-5.939113377546381578e+00
5.939113377546381578e+00,-1.664320640101593085e+01,-5.349479198207764341e+01,2.600000000000000000e+01,-5.939113377546381578e+00
5.939113377546381578e+00,-1.781519844976548228e+01,-5.463363260847194880e+01,2.600000000000000000e+01,-5.939113377546381578e+00
5.939113377546381578e+00,-1.889956155094987622e+01,-5.557229430605053011e+01,2.600000000000000000e+01,-5.939113377546381578e+00
5.939113377546381578e+00,-1.990246804215983190e+01,-5.632628282897260874e+01,2.600000000000000000e+01,-5.939113377546381578e+00
